Number,Description,File_name,foodPic,ID,Location,Zipcode,Restaurant_Name,Offer_Delivery,Phone,Price,EatStreetAPIKey,Dietary,Type_of_meal,Genre,Class1,Class2,Class3,Item1,Item2,Item3,Item4,Item5,Item6,Item7,Item8,Item9,Item10,Item11,Item12,Item13,Item14,Item15,Item16,Item17,Item18,Item19,Item20,Item21,Item22,Item23,Item24,Item25,Item26,Item27,Item28,Item29,Item30,Item31,Item32,Item33,Item34,Item35,Item36,Item37,Item38,Item39,Item40
72,Bacon_Sausage,Bacon_Sausage1.jpg,Wiener_Kitchen/Bacon_Sausage1.jpg,72,"9645 W 87th St Overland Park, KS 66212",66212,Wiener_Kitchen,0,9132968023,$8.00,,meat,lunch,German,hot dog,,,bun,gravy,bacon,sausage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,Bae_Quesodilla,Bae_Quesodilla.jpg,TiKiTaco/Bae_Quesodilla.jpg,73,"1710 W 39th St, Kansas City, MO 64111",64111,TiKiTaco,0,8164893686,,,Meat,lunch,,,,,cheese,pork,quesodilla,meat,beef,pico,sour,quesadilla,bae,chicen,cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,Baja_Wild_Cod_Taco,Baja_Wild_Cod_Taco_sub_burrito.jpg,KC_Taco_Company/Baja_Wild_Cod_Taco_sub_burrito.jpg,74,"520 Walnut St, Kansas City, MO 64106",64106,KC_Taco_Company,0,8162145390,$8.75,,Meat,Lunch,Mexican,Taco,,,slaw,fish,avocado,baja,aioli,cod,taco,wild,avocados,fried,sriracha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,Baja_Wild_Cod_Taco,Baja_Wild_Cod_Taco1.jpg,KC_Taco_Company/Baja_Wild_Cod_Taco1.jpg,75,"520 Walnut St, Kansas City, MO 64106",64106,KC_Taco_Company,0,8162145390,$8.75,,Meat,Lunch,Mexican,Taco,,,slaw,fish,avocado,baja,aioli,cod,taco,wild,avocados,fried,sriracha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,Baja_Wild_Cod_Taco_(sub_burrito),Baja_Wild_Cod_Taco.jpg,KC_Taco_Company/Baja_Wild_Cod_Taco.jpg,76,"520 Walnut St, Kansas City, MO 64106",64106,KC_Taco_Company,0,8162145390,$8.75,,Meat,Lunch,Mexican,"Taco, Burrito",,,fried,burrito,burrito),slaw,fish,avocado,baja,aioli,cod,taco,wild,avocados,tortilla,(sub,substitute,sriracha,,,,,,,,,,,,,,,,,,,,,,,,
77,Baja_Tacos,Baja_Tacos.jpg,Red_Door_Woodfired_Grill,77,"8001 West 159th Street, Overland Park, KS 66223",66223,Red_Door_Woodfired_Grill,,9132763667,$11.00,,meat,lunch,mexican,tacos,,,cilantro,tortilla,ancho,pico,queso,flour,southwestern,fresco,tacos,sour,black,slaw,baja,beans,chicken,rice,gallo,cream,,,,,,,,,,,,,,,,,,,,,,
78,Bajabeach,Bajabeach.jpg,TiKiTaco/Bajabeach.jpg,78,"1710 W 39th St, Kansas City, MO 64111",64111,TiKiTaco,0,8164893686,,,,dinner,,,,,baja,bajabeach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,Baked_Rack_of_Lamb,Baked_Rack_of_Lamb.jpg,Brady_s_Public_House/Baked_Rack_of_Lamb.jpg,79,"5424 Troost Ave, Kansas City, MO 64110",64110,Brady_s_Public_House,0,8164379400,$25.00,,Meat,Dinner,American,Meats,,,lamb,potatoes,mint,of,mashed,herbs,herb,savory,baked,rack,sauce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,Baked_Rack_of_Lamb,Baked_Rack_of_Lamb1.jpg,Brady_s_Public_House/Baked_Rack_of_Lamb1.jpg,80,"5424 Troost Ave, Kansas City, MO 64110",64110,Brady_s_Public_House,0,8164379400,$25.00,,Meat,Dinner,American,Meats,,,lamb,potatoes,mint,of,mashed,herbs,herb,savory,baked,rack,sauce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,Baked_Nutella,Baked_Nutella.jpg,Artego_Pizza/Baked_Nutella.jpg,81,"900 W 39th St, Kansas City, MO 64111",64111,Artego_Pizza,0,8169604787,,,vegetarian,dessert,dessert,dessert,,,sweet,nutella,sugar,dough,powdered,chocolate,baked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,Baked_Nutella,Baked_Nutella1.jpg,Artego_Pizza/Baked_Nutella1.jpg,82,"900 W 39th St, Kansas City, MO 64111",64111,Artego_Pizza,0,8169604787,,,vegetarian,dessert,dessert,dessert,,,sweet,nutella,sugar,dough,powdered,chocolate,baked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,Baker_s_Dozen_of_Garlic_Knots,Baker_s_Dozen_of_Garlic_Knots.jpg,Johnny_Jo_s_Pizzeria/Baker_s_Dozen_of_Garlic_Knots.jpg,83,"1209 W 47th St, Kansas City, MO 64112",64112,Johnny_Jo_s_Pizzeria,0,8164014482,,,,,,,,,butter,knots,fiber,of,baker,garlic,knot,parmesan,savory,bread,dozen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,Baker_s_Dozen_of_Garlic_Knots1,Baker_s_Dozen_of_Garlic_Knots1.jpg,Johnny_Jo_s_Pizzeria/Baker_s_Dozen_of_Garlic_Knots1.jpg,84,"1210 W 47th St, Kansas City, MO 64112",64112,Johnny_Jo_s_Pizzeria,0,8164014482,,,,,,,,,butter,knots,salted,of,baker,knots1,garlic,knot,savory,bread,eat,dozen,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,Banana_Foster_French_Toast,Banana_Foster_French_Toast.jpg,Brady_s_Public_House/Banana_Foster_French_Toast.jpg,85,"5424 Troost Ave, Kansas City, MO 64110",64110,Brady_s_Public_House,0,8164379400,$12.00,,Vegetarian,Breakfast,Breakfast,Breakfast,,,toast,bananas,sweet,french,sugar,brioche,foster,powdered,toasted,sauce,banana,bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,Banana_Bread_French_Toast,Banana_Bread_French_Toast.jpg,The_Oliver/Banana_Bread_French_Toast.jpg,86,"4807 Jefferson St, Kansas City, MO 64112",64112,The_Oliver,0,8163842500,,,Other,lunch,,,,,toast,bananas,french,toasted,syrup,banana,maple,bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,Banana_Cheesecake,Banana_Cheesecake.jpg,Cafe_Trio/Banana_Cheesecake.jpg,87,"4558 Main St, Kansas City, MO 64111",64111,Cafe_Trio,0,8167563227,,,,,,,,,slice,bananas,cheesecake,chocolate,creamy,dessert,cake,white,sauce,banana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,Banana_Spring_Rolls,Banana_Spring_Rolls.jpg,PF_Chang_s/Banana_Spring_Rolls.jpg,88,"102 W 47th St, Kansas City, MO 64112",64112,PF_Chang_s,0,8169319988,,,,,,,,,spring,rolls,roll,banana,bananas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,Banh_Mi_Sandwich,Banh_Mi_Sandwich.jpg,Lulu_s_Thai_Noodle_Shop/Banh_Mi_Sandwich.jpg,89,"2701 W 47th St, Westwood, KS 66205",66205,Lulu_s_Thai_Noodle_Shop,0,9136775858,,,Meat,breakfast,,,,,baguette,sai,sandwich,sausage,radish,carrots,daikon,pork,french,pickled,aioli,cilantro,seasoned,cucumbers,sriracha,mi,chicken,shrimp,ua,banh,ground,,,,,,,,,,,,,,,,,,,
90,Banh_Mi_Sandwich1,Banh_Mi_Sandwich1.jpg,Lulu_s_Thai_Noodle_Shop/Banh_Mi_Sandwich1.jpg,90,"2701 W 47th St, Westwood, KS 66205",66205,Lulu_s_Thai_Noodle_Shop,0,9136775858,,,Meat,,,,,,pork,radish,carrots,pickled,sandwich1,chicken,sai,ground,baguette,sausage,seasoned,mi,sandwich,cilantro,french,aioli,banh,a,of,daikon,cucumbers,shrimp,ua,sriracha,,,,,,,,,,,,,,,,
91,Banoffee_Pie,Banoffee_Pie.jpg,Brady_s_Public_House/Banoffee_Pie.jpg,91,"5424 Troost Ave, Kansas City, MO 64110",64110,Brady_s_Public_House,0,8164379400,$7.00,,Vegetarian,Dessert,Dessert,Dessert,,,bananas,sweet,pie,chocolate,almonds,banoffee,cream,sauce,whipped,toffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,Banoffee_Pie,Banoffee_Pie.jpg,Cooper_s_Hawk/Banoffee_Pie.jpg,92,"4686 Broadway St Kansas City, MO 64112",64112,Cooper_s_Hawk,0,8165311500,,,vegetarian,dessert,,,,,bananas,crust,cracker,pie,filling,banoffee,whipped,crusted,crackers,toffee,graham,banana,filled,cream,,,,,,,,,,,,,,,,,,,,,,,,,,
93,Barking_Pig_Taco,Barking_Pig_Taco.jpg,Unforked/Barking_Pig_Taco.jpg,93,"2450 Grand Blvd, Kansas City, MO 64108",64108,Unforked,0,8162833675,,,Meat,dinner,,,,,cheese,barking,pig,bean,beans,taco,grilled,salsa,chicken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,Basic_Chz_Quesadilla_(add_mesquite_pork),Basic_Chz_Quesadilla_add_mesquite_pork.jpg,KC_Taco_Company/Basic_Chz_Quesadilla_add_mesquite_pork.jpg,94,"520 Walnut St, Kansas City, MO 64106",64106,KC_Taco_Company,0,8162145390,$5.95,,Meat,Lunch,Mexican,Quesadilla,,,cheese,pork,avocado,(add,quesadilla,mesquite,basic,salsa,chz,tortilla,avocados,pork),,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,Basil_Fried_Rice,Basil_Fried_Rice.jpg,Lulu_s_Thai_Noodle_Shop/Basil_Fried_Rice.jpg,95,"2701 W 47th St, Westwood, KS 66205",66205,Lulu_s_Thai_Noodle_Shop,0,9136775858,,,vegetarian,lunch,,,,,fried,bell,eggs,peas,scallions,peppers,basil,thai,rice,red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,Basil_Fried_Rice1,Basil_Fried_Rice1.jpg,Lulu_s_Thai_Noodle_Shop/Basil_Fried_Rice1.jpg,96,"2701 W 47th St, Westwood, KS 66205",66205,Lulu_s_Thai_Noodle_Shop,0,9136775858,,,Meat,lunch,,,,,fried,rice1,eggs,carrots,peas,basil,rice,onions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,Basil_Tomato_Spaghettini,Basil_Tomato_Spaghettini.jpg,Nick_and_Jake_s/Basil_Tomato_Spaghettini.jpg,97,"5031 Main St, Kansas City, MO 64112",64112,Nick_and_Jake_s,0,8164211111,,,Meat,,,pasta,,,tomato,sun,broth,nuts,pine,spaghettini,dried,roasted,basil,white,chicken,tomatoes,wine,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,Bauernschmaus,Bauernschmaus.jpg,Grunauer/Bauernschmaus.jpg,98,"101 W 22nd St, Kansas City, MO 64108",64108,Grunauer,0,8162833234,,,Meat,dinner,,,,,pork,sauerkraut,bauernschmaus,bacon,loin,housemade,bratwurst,smoked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,Bavarian_Creme_Filled_LaMar_Bar,Bavarian_Creme_Filled_LaMar_Bar.jpg,LaMar_s_Donuts/Bavarian_Creme_Filled_LaMar_Bar.jpg,99,"12520 Quivira Rd, Overland Park, KS 66213",66213,LaMar_s_Donuts,1,9134024426,$2.69,9858719,Vegetarian,Breakfast,Breakfast,breakfast,dessert,bakery,lamar,bar,icing,sweet,bavarian,glaze,chocolate,donut,creme,glazed,filled,cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,Bay_of_Pigs_Sandwich,Bay_of_Pigs_Sandwich.jpg,The_Bite/Bay_of_Pigs_Sandwich.jpg,100,"23 E 3rd St, Kansas City, MO 64106",64106,The_Bite,0,8165036059,$9.00,,meat,lunch,american,sandwich,,,cheese,pork,sandwich,mustard,of,habaneros,bay,prosciutto,pigs,mayonnaise,gouda,pickles,bread,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,Bay_of_Pigs_Sandwich,Bay_of_Pigs_Sandwich1.jpg,The_Bite/Bay_of_Pigs_Sandwich1.jpg,101,"23 E 3rd St, Kansas City, MO 64106",64106,The_Bite,0,8165036059,$9.00,,meat,lunch,american,sandwich,,,cheese,pork,sandwich,mustard,of,habaneros,bay,prosciutto,pigs,mayonnaise,gouda,pickles,bread,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,Bay_Boy_Sandwich,Bay_Boy_Sandwich.jpg,Bay_Boy_Specialty_Sandwiches/Bay_Boy_Sandwich.jpg,102,"1209 W 47th St, Kansas City, MO 64112",64112,Bay_Boy_Specialty_Sandwiches,0,9137258958,,,meat,lunch,american,sandwich,,,cheese,sandwich,mustard,bell,provolone,boy,bay,salami,bun,peppers,mayonnaise,lettuce,pickles,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,BBQ_Chicken_and_Jalopeno_Pizza,BBQ_Chicken_and_Jalopeno_Pizza.jpg,Schlotzsky_s/BBQ_Chicken_and_Jalopeno_Pizza.jpg,103,"12221 S Strangline Rd Olathe KS, 66062",66062,Schlotzsky_s,1,9137822867,$6.50,11100420,Meat,Lunch,Italian,Pizza,,,cheese,onions,sourdough,jalapenos,marinara,jalopeno,chicken,sauce,mozzarella,bbq,pizza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,BBQ_Bacon_Cheddar_Burger,BBQ_Bacon_Cheddar_Burger.jpg,Yard_House/BBQ_Bacon_Cheddar_Burger.jpg,104,"1300 Main St Ste 124.1A, Kansas City, MO 64105",64105,Yard_House,0,8165270952,,,,,,,,,aioli,fries,rum,bacon,burger,aÃ­Â¿oli,garlic,bbq,aÃƒÂ­Ã‚Â¿oli,smoked,cheddar,applewood,sauce,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,BBQ_Chicken_Pizza,BBQ_Chicken_Pizza.jpg,Artego_Pizza/BBQ_Chicken_Pizza.jpg,105,"900 W 39th St, Kansas City, MO 64111",64111,Artego_Pizza,0,8169604787,,,meat,lunch,italian,pizza,,,cheese,cilantro,red,chicken,onions,bbq,pizza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,BBQ_Chicken_Pizza,BBQ_Chicken_Pizza.jpg,Yard_House/BBQ_Chicken_Pizza.jpg,106,"1300 Main St Ste 124.1A, Kansas City, MO 64105",64105,Yard_House,0,8165270952,,,,,,,,,cilantro,smoked,sauce,red,chicken,gouda,onions,mozzarella,bbq,pizza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,BBQ_Chicken_Salad,BBQ_Chicken_Salad.jpg,Yard_House/BBQ_Chicken_Salad.jpg,107,"1300 Main St Ste 124.1A, Kansas City, MO 64105",64105,Yard_House,0,8165270952,,,,,,,,,cilantro,strips,salad,cheddar,corn,ranch,avocado,pasilla,tortilla,beans,jack,chipotle,fried,onions,chicken,tomatoes,bbq,,,,,,,,,,,,,,,,,,,,,,,
108,BBQ_Chicken_Sandwich,BBQ_Chicken_Sandwich.jpg,KC_Kitchen_and_Pizzeria/BBQ_Chicken_Sandwich.jpg,108,"3906 Waddell Ave, Kansas City, MO 64111",64111,KC_Kitchen_and_Pizzeria,0,8165994533,,,Meat,lunch,,,,,sandwich,bacon,brioche,bun,jack,peppers,pickles,onions,chicken,bbq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,BBQ_Chicken_Sandwich1,BBQ_Chicken_Sandwich1.jpg,KC_Kitchen_and_Pizzeria/BBQ_Chicken_Sandwich1.jpg,109,"3906 Waddell Ave, Kansas City, MO 64111",64111,KC_Kitchen_and_Pizzeria,0,8165994533,,,Meat,lunch,,,,,sandwich,bacon,brioche,bun,jack,peppers,sandwich1,pickles,onions,chicken,bbq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,BBQ_Creekstone_Short_Rib,BBQ_Creekstone_Short_Rib.jpg,Beer_Kitchen/BBQ_Creekstone_Short_Rib.jpg,110,"435 Westport Rd, Kansas City, MO 64111",64111,Beer_Kitchen,0,8163894180,,,meat,lunch,american,meats,,,short,kale,angus,ribs,cheddar,creekstone,jus,black,grits,braised,rib,bbq,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,BBQ_Creekstone_Short_Rib,BBQ_Creekstone_Short_Rib1.jpg,Beer_Kitchen/BBQ_Creekstone_Short_Rib1.jpg,111,"435 Westport Rd, Kansas City, MO 64111",64111,Beer_Kitchen,0,8163894180,,,meat,lunch,american,meats,,,short,kale,angus,ribs,cheddar,creekstone,jus,black,grits,braised,rib,bbq,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,BBQ_Jackfruit_Taco,BBQ_Jackfruit_Taco.jpg,TiKiTaco/BBQ_Jackfruit_Taco.jpg,112,"1710 W 39th St, Kansas City, MO 64111",64111,TiKiTaco,0,8164893686,,,vegetarian,lunch,,,,,jackfruit,lettuce,bbq,tomatoes,taco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,BBQ_Pulled_Pork_Pizza,BBQ_Pulled_Pork_Pizza.jpg,Joe_s_Pizza_Buy_the_Slice/BBQ_Pulled_Pork_Pizza.jpg,113,"4058 Pennsylvania Ave, Kansas City, MO 64111",64111,Joe_s_Pizza_Buy_the_Slice,0,8169312777,,,Meat,dinner,,,,,sausage,canadian,pulled,bacon,pork,pepperoni,italian,scimecas,bbq,pizza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,BBQ_Pulled_Pork_Sandwich,BBQ_Pulled_Pork_Sandwich.jpg,Chubby_s/BBQ_Pulled_Pork_Sandwich.jpg,114,"3756 Broadway Blvd, Kansas City, MO 64111",64111,Chubby_s,0,8169312482,,,Meat,lunch,,,,,cloves,pork,sandwich,mustard,onions,powder,kosher,garlic,bbq,powdered,salt,pulled,red,sauce,,,,,,,,,,,,,,,,,,,,,,,,,,
115,BBQ_Wings,BBQ_Wings.jpg,KC_Kitchen_and_Pizzeria/BBQ_Wings.jpg,115,"3906 Waddell Ave, Kansas City, MO 64111",64111,KC_Kitchen_and_Pizzeria,0,8165994533,,,Meat,Other,,,,,rub,sweet,ranch,chili,buffalo,wings,bbq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,Bean_and_Cheese_Big_As_Yo_Face_Burrito,Bean_and_Cheese_Big_As_Yo_Face_Burrito.jpg,Chuy_s/Bean_and_Cheese_Big_As_Yo_Face_Burrito.jpg,116,"209 W 46th Terrace, Kansas City, MO 64112",64112,Chuy_s,0,8169312783,,,,,,,,,cheese,burrito,yo,food,big,dinner,face,large,bean,beans,mexican,as,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,Beef_Bacon_SmokeCheesy_Sandwich,Beef_Bacon_SmokeCheesy_Sandwich.jpg,Schlotzsky_s/Beef_Bacon_SmokeCheesy_Sandwich.jpg,117,"12221 S Strangline Rd Olathe KS, 66062",66062,Schlotzsky_s,1,9137822867,$8.00,11100413,Meat,Lunch,American,Sandwich,,,sandwich,beef,angus,smokecheesy,bacon,cheesy,bun,roast,roasted,chipotle,mayonnaise,cheddar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,Beef_Chow_Fun,Beef_Chow_Fun.jpg,Sichuan_Dynasty/Beef_Chow_Fun.jpg,118,"7206 West 119th Street Overland Park, 66213",66213,Sichuan_Dynasty,1,9133399378,$12.99,12003574,meat,Dinner,asian,misc,,,rice,beef,stir,scallions,bean,beans,chow,fun,sprouts,fry,fried,onions,noodles,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,Beef_Chow_Fun,Beef_Chow_Fun1.jpg,Sichuan_Dynasty/Beef_Chow_Fun1.jpg,119,"7206 West 119th Street Overland Park, 66213",66213,Sichuan_Dynasty,1,9133399378,$12.99,12003574,meat,Dinner,asian,misc,,,rice,beef,stir,scallions,bean,beans,chow,fun,sprouts,fry,fried,onions,noodles,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,Beef_Fried_Rice,Beef_Fried_Rice.jpg,China_One_Express/Beef_Fried_Rice.jpg,120,"11176 Antioch Rd, Overland Park, KS 66210",66210,China_One_Express,1,9134515959,$6.95,6812309,Meat,Lunch,Chinese,Rice dish,,,rice,onions,fried,beef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,Beef_with_Broccoli_All_Day_Combo_Dinner,Beef_with_Broccoli.jpg,China_One_Express/Beef_with_Broccoli.jpg,121,"11176 Antioch Rd, Overland Park, KS 66210",66210,China_One_Express,1,9134515959,$8.75,6818158,Meat,Dinner,Chinese,Meats,,,rice,beef,rangoons,day,dinner,crab,combo,fried,sauce,broccoli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,Beef_with_Broccoli_Lunch_Special,Beef_with_Broccoli.jpg,China_One_Express/Beef_with_Broccoli.jpg,122,"11176 Antioch Rd, Overland Park, KS 66210",66210,China_One_Express,1,9134515959,$6.75,9196162,Meat,Lunch,Chinese,Meats,,,lunch,rice,sauce,broccoli,beef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,Beef_and_Mushroom_Pot_Pie,Beef_and_Mushroom_Pot_Pie.jpg,Potpie/Beef_and_Mushroom_Pot_Pie.jpg,123,"904 Westport Rd Kansas City, MO 64111",64111,Potpie,0,8165612702,,,,,,,,,mushroom,beef,pot,pie,mushrooms,flaky,pastry,baked,casserole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,Beef_Bierock,Beef_Bierock.jpg,The_Sundry/Beef_Bierock.jpg,124,"300 E. 39th st. kansas city, mo 64111",64111,The_Sundry,0,8168447878,,,,,,,,,beef,potatoes,bun,crispy,go,bierock,ketchup,greasy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,Beef_Carppacio,Beef_Carppacio.jpg,Brio_Tuscan_Grille/Beef_Carppacio.jpg,125,"502 Nichols Rd, Kansas City, MO 64112",64112,Brio_Tuscan_Grille,0,8165615888,,,,,,,,,cheese,beef,salad,carpacio,carppacio,dressing,pita,capers,chip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,Beef_Dumpling_Soup,Beef_Dumpling_Soup.jpg,Domo/Beef_Dumpling_Soup.jpg,126,"6322 Brookside Plaza, Kansas City, MO 64113",64113,Domo,0,8163336315,,,,soup,,,,,beef,dumplings,sushi,avocado,dumpling,soup,seaweed,rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,Beef_Fajitas,Beef_Fajitas.jpg,Chuy_s/Beef_Fajitas.jpg,127,"209 W 46th Terrace, Kansas City, MO 64112",64112,Chuy_s,0,8169312783,,,Meat,lunch,,,,,cheese,tortillas,mexican,guacamole,beef,pico,flour,sour,tortilla,ricerefried,lettuce,fajitas,beans,gallo,fajita,refried,rice,onions,peppers,cream,,,,,,,,,,,,,,,,,,,,
128,Beef_Fat_Fries,Beef_Fat_Fries.jpg,Gram and Dun/Beef_Fat_Fries.jpg,128,"600 Ward Pkwy Kansas City, MO 64112",64112,Gram and Dun,0,8163892900,,,Meat,dinner,,,,,cow,gluten,beef,potatoes,fries,fat,appetizer,fried,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,Beef_Jantaboon,Beef_Jantaboon.jpg,Lulu_s_Thai_Noodle_Shop/Beef_Jantaboon.jpg,129,"2701 W 47th St, Westwood, KS 66205",66205,Lulu_s_Thai_Noodle_Shop,0,9136775858,,,,dinner,,,,,cilantro,noodles,beef,steak,scallions,jantaboon,bean,flank,beans,sprouts,peanuts,rice,ground,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,Beef_Nikyu_Nabe,Beef_Nikyu_Nabe.jpg,Domo/Beef_Nikyu_Nabe.jpg,130,"6322 Brookside Plaza, Kansas City, MO 64113",64113,Domo,0,8163336315,,,,,,,,,beef,soup,dumplings,nikyu,nabe,dough,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,Beef_Nikyu_Nabe,Beef_Nikyu_Nabe1.jpg,Domo/Beef_Nikyu_Nabe1.jpg,131,"6322 Brookside Plaza, Kansas City, MO 64113",64113,Domo,0,8163336315,,,,,,,,,based,garden,beef,nabe,vegetables,sushi,nikyu,seaweed,soy,chicken,rice,broth,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,Beef_Popover,Beef_Popover.jpg,Andre_s_Confiserie_Suisse/Beef_Popover.jpg,132,"5018 Main St, Kansas City, MO 64112",64112,Andre_s_Confiserie_Suisse,0,8165613440,,,,,,,,,beef,popover,filling,hearty,dough,savory,bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,Beef_Short_Ribs,Beef_Short_Ribs.jpg,The_Farmhouse/Beef_Short_Ribs.jpg,133,"4686 Broadway St Kansas City, MO 64112",64105,The_Farmhouse,0,8165696032,,,Meat,Other,,,,,short,beef,brussel,ribs,hard,rings,polenta,roasted,sprouts,cracked,brussels,onions,smoked,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,Beignet,Beignet.jpg,Beignet/Beignet.jpg,134,"307 Main St, Kansas City, MO 64105",64105,Beignet,0,8164720777,$4.00,,Vegetarian,"Breakfast, Dessert","Breakfast, Dessert, French",breakfast,dessert,bakery,sweet,sugar,donut,powdered,beignet,bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,Belgian_Waffle,Belgian_Waffle.jpg,Le_Peep/Belgian_Waffle.jpg,135,"7218 College Blvd. Overland Park KS, 66210",66210,Le_Peep,1,9136619441,$5.99,11082087,Vegetarian,Breakfast,breakfast,breakfast,,,butter,buttered,sugar,strawberries,sweet,powdered,waffle,sauce,belgian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,Belgian_Waffle,Belgian_Waffle1.jpg,Le_Peep/Belgian_Waffle1.jpg,136,"7218 College Blvd. Overland Park KS, 66210",66210,Le_Peep,1,9136619441,$5.99,11082087,Vegetarian,breakfast,breakfast,breakfast,,,bananas,frozen,sweet,ice,sugar,belgian,strawberries,cinnamon,apples,powdered,waffle,cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,Best_Chicken_Fried_Chicken_Sandwich,Best_Chicken_Fried_Chicken_Sandwich.jpg,The_Oliver/Best_Chicken_Fried_Chicken_Sandwich.jpg,137,"4807 Jefferson St, Kansas City, MO 64112",64112,The_Oliver,0,8163842500,,,Meat,Other,,,,,sandwich,slaw,buttermilk,chicken,bun,swiss,pickles,fried,mayonnaise,best,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,Best_Chicken_Fried_Chicken_Sandwich,Best_Chicken_Fried_Chicken_Sandwich1.jpg,The_Oliver/Best_Chicken_Fried_Chicken_Sandwich1.jpg,138,"4807 Jefferson St, Kansas City, MO 64112",64112,The_Oliver,0,8163842500,,,Meat,dinner,,,,,sandwich,slaw,buttermilk,chicken,bun,swiss,pickles,fried,mayonnaise,best,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,Best_Chicken_Fried_Chicken_Sandwich,Best_Chicken_Fried_Chicken_Sandwich2.jpg,The_Oliver/Best_Chicken_Fried_Chicken_Sandwich2.jpg,139,"4807 Jefferson St, Kansas City, MO 64112",64112,The_Oliver,0,8163842500,,,Meat,dinner,,,,,sandwich,slaw,buttermilk,chicken,bun,swiss,pickles,fried,mayonnaise,best,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,Best_Wings_on_the_Planet,Best_Wings_on_the_Planet.jpg,Q39_Midtown/Best_Wings_on_the_Planet.jpg,140,"1000 W 39th St, Kansas City, MO 64111",64111,Q39_Midtown,0,8162553753,$10.00,,Meat,Dinner,American,appetizer,meats,,wings,planet,bbq,the,sauce,chipotle,best,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
