Number,Description,File_name,foodPic,ID,Location,Zipcode,Restaurant_Name,Offer_Delivery,Phone,Price,EatStreetAPIKey,Dietary,Type_of_meal,Genre,Class1,Class2,Class3,Item1,Item2,Item3,Item4,Item5,Item6,Item7,Item8,Item9,Item10,Item11,Item12,Item13,Item14,Item15,Item16,Item17,Item18,Item19,Item20,Item21,Item22,Item23,,,,,,,,
77,Baja_Tacos,Baja_Tacos.jpg,Red_Door_Woodfired_Grill,77,"8001 West 159th Street, Overland Park, KS 66223",66223,Red_Door_Woodfired_Grill,,9132763667,11,,meat,lunch,mexican,tacos,,,southwest,cilantro,tortilla,ancho,pico,queso,flour,southwestern,fresco,tacos,sour,black,slaw,baja,beans,chicken,rice,gallo,cream,,,,,,,,,,,,
78,Bajabeach,Bajabeach.jpg,TiKiTaco/Bajabeach.jpg,78,"1710 W 39th St, Kansas City, MO 64111",64111,TiKiTaco,0,8164893686,,,,dinner,,,,,baja,bajabeach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,Baked_Rack_of_Lamb,Baked_Rack_of_Lamb.jpg,Brady_s_Public_House/Baked_Rack_of_Lamb.jpg,79,"5424 Troost Ave, Kansas City, MO 64110",64110,Brady_s_Public_House,0,8164379400,$25.00,,Meat,Dinner,American,Meats,,,lamb,potatoes,mint,of,mashed,herb,savory,baked,rack,sauce,,,,,,,,,,,,,,,,,,,,,
80,Baked_Rack_of_Lamb,Baked_Rack_of_Lamb1.jpg,Brady_s_Public_House/Baked_Rack_of_Lamb1.jpg,80,"5424 Troost Ave, Kansas City, MO 64110",64110,Brady_s_Public_House,0,8164379400,$25.00,,Meat,Dinner,American,Meats,,,lamb,potatoes,mint,of,mashed,herb,savory,baked,rack,sauce,,,,,,,,,,,,,,,,,,,,,
81,Baked_Nutella,Baked_Nutella.jpg,Artego_Pizza/Baked_Nutella.jpg,81,"900 W 39th St, Kansas City, MO 64111",64111,Artego_Pizza,0,8169604787,,,vegetarian,dessert,dessert,dessert,,,sweet,nutella,sugar,dough,powdered,chocolate,baked,,,,,,,,,,,,,,,,,,,,,,,,
82,Baked_Nutella,Baked_Nutella1.jpg,Artego_Pizza/Baked_Nutella1.jpg,82,"900 W 39th St, Kansas City, MO 64111",64111,Artego_Pizza,0,8169604787,,,vegetarian,dessert,dessert,dessert,,,sweet,nutella,sugar,dough,powdered,chocolate,baked,,,,,,,,,,,,,,,,,,,,,,,,
83,Baker_s_Dozen_of_Garlic_Knots,Baker_s_Dozen_of_Garlic_Knots.jpg,Johnny_Jo_s_Pizzeria/Baker_s_Dozen_of_Garlic_Knots.jpg,83,"1209 W 47th St, Kansas City, MO 64112",64112,Johnny_Jo_s_Pizzeria,0,8164014482,,,,,,,,,knots,of,baker,garlic,dozen,,,,,,,,,,,,,,,,,,,,,,,,,,
84,Baker_s_Dozen_of_Garlic_Knots1,Baker_s_Dozen_of_Garlic_Knots1.jpg,Johnny_Jo_s_Pizzeria/Baker_s_Dozen_of_Garlic_Knots1.jpg,84,"1210 W 47th St, Kansas City, MO 64112",64112,Johnny_Jo_s_Pizzeria,0,8164014482,,,,,,,,,knots1,of,baker,garlic,dozen,,,,,,,,,,,,,,,,,,,,,,,,,,
85,Banana_Foster_French_Toast,Banana_Foster_French_Toast.jpg,Brady_s_Public_House/Banana_Foster_French_Toast.jpg,85,"5424 Troost Ave, Kansas City, MO 64110",64110,Brady_s_Public_House,0,8164379400,$12.00,,Vegetarian,Breakfast,Breakfast,Breakfast,,,toast,bananas,sweet,french,sugar,brioche,foster,powdered,sauce,banana,bread,,,,,,,,,,,,,,,,,,,,
86,Banana_Bread_French_Toast,Banana_Bread_French_Toast.jpg,The_Oliver/Banana_Bread_French_Toast.jpg,86,"4807 Jefferson St, Kansas City, MO 64112",64112,The_Oliver,0,8163842500,,,Other,lunch,,,,,toast,bananas,french,syrup,banana,maple,bread,,,,,,,,,,,,,,,,,,,,,,,,
87,Banana_Cheesecake,Banana_Cheesecake.jpg,Cafe_Trio/Banana_Cheesecake.jpg,87,"4558 Main St, Kansas City, MO 64111",64111,Cafe_Trio,0,8167563227,,,,,,,,,cheesecake,bananas,banana,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,Banana_Spring_Rolls,Banana_Spring_Rolls.jpg,PF_Chang_s/Banana_Spring_Rolls.jpg,88,"102 W 47th St, Kansas City, MO 64112",64112,PF_Chang_s,0,8169319988,,,,,,,,,spring,bananas,banana,rolls,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,Banh_Mi_Sandwich,Banh_Mi_Sandwich.jpg,Lulu_s_Thai_Noodle_Shop/Banh_Mi_Sandwich.jpg,89,"2701 W 47th St, Westwood, KS 66205",66205,Lulu_s_Thai_Noodle_Shop,0,9136775858,,,Meat,breakfast,,,,,baguette,sai,sandwich,sausage,radish,carrots,mi,pork,french,pickled,aioli,sriracha,cilantro,seasoned,cucumbers,daikon,chicken,shrimp,ua,banh,ground,,,,,,,,,,
90,Banh_Mi_Sandwich1,Banh_Mi_Sandwich1.jpg,Lulu_s_Thai_Noodle_Shop/Banh_Mi_Sandwich1.jpg,90,"2701 W 47th St, Westwood, KS 66205",66205,Lulu_s_Thai_Noodle_Shop,0,9136775858,,,Meat,,,,,,baguette,pork,sausage,radish,carrots,mi,pickled,french,shrimp,aioli,cilantro,seasoned,cucumbers,daikon,sandwich1,chicken,sriracha,ua,banh,sai,ground,,,,,,,,,,
91,Banoffee_Pie,Banoffee_Pie.jpg,Brady_s_Public_House/Banoffee_Pie.jpg,91,"5424 Troost Ave, Kansas City, MO 64110",64110,Brady_s_Public_House,0,8164379400,$7.00,,Vegetarian,Dessert,Dessert,Dessert,,,bananas,sweet,pie,chocolate,almonds,banoffee,cream,sauce,whipped,toffee,,,,,,,,,,,,,,,,,,,,,
92,Banoffee_Pie,Banoffee_Pie.jpg,Cooper_s_Hawk/Banoffee_Pie.jpg,92,"4686 Broadway St Kansas City, MO 64112",64112,Cooper_s_Hawk,0,8165311500,,,vegetarian,dessert,,,,,bananas,pie,banoffee,whipped,fresh,crusted,crackers,toffee,graham,filled,cream,,,,,,,,,,,,,,,,,,,,
93,Barking_Pig_Taco,Barking_Pig_Taco.jpg,Unforked/Barking_Pig_Taco.jpg,93,"2450 Grand Blvd, Kansas City, MO 64108",64108,Unforked,0,8162833675,,,Meat,dinner,,,,,cheese,natural,barking,pig,beans,taco,grilled,salsa,chicken,local,,,,,,,,,,,,,,,,,,,,,
94,Basic_Chz_Quesadilla_(add_mesquite_pork),Basic_Chz_Quesadilla_add_mesquite_pork.jpg,KC_Taco_Company/Basic_Chz_Quesadilla_add_mesquite_pork.jpg,94,"520 Walnut St, Kansas City, MO 64106",64106,KC_Taco_Company,0,8162145390,$5.95,,Meat,Lunch,Mexican,Quesadilla,,,cheese,pork,avocado,(add,quesadilla,mesquite,basic,salsa,chz,tortilla,pork),,,,,,,,,,,,,,,,,,,,
95,Basil_Fried_Rice,Basil_Fried_Rice.jpg,Lulu_s_Thai_Noodle_Shop/Basil_Fried_Rice.jpg,95,"2701 W 47th St, Westwood, KS 66205",66205,Lulu_s_Thai_Noodle_Shop,0,9136775858,,,vegetarian,lunch,,,,,fried,bell,peas,scallions,peppers,basil,thai,rice,egg,red,,,,,,,,,,,,,,,,,,,,,
96,Basil_Fried_Rice1,Basil_Fried_Rice1.jpg,Lulu_s_Thai_Noodle_Shop/Basil_Fried_Rice1.jpg,96,"2701 W 47th St, Westwood, KS 66205",66205,Lulu_s_Thai_Noodle_Shop,0,9136775858,,,Meat,lunch,,,,,rice1,carrots,peas,basil,fried,onions,egg,,,,,,,,,,,,,,,,,,,,,,,,
97,Basil_Tomato_Spaghettini,Basil_Tomato_Spaghettini.jpg,Nick_and_Jake_s/Basil_Tomato_Spaghettini.jpg,97,"5031 Main St, Kansas City, MO 64112",64112,Nick_and_Jake_s,0,8164211111,,,Meat,,,pasta,,,tomato,sun,broth,nuts,pine,spaghettini,dried,roasted,basil,fresh,white,chicken,wine,,,,,,,,,,,,,,,,,,
98,Bauernschmaus,Bauernschmaus.jpg,Grunauer/Bauernschmaus.jpg,98,"101 W 22nd St, Kansas City, MO 64108",64108,Grunauer,0,8162833234,,,Meat,dinner,,,,,plate,pork,sauerkraut,bauernschmaus,bacon,loin,bratwurst,smoked,,,,,,,,,,,,,,,,,,,,,,,
99,Bavarian_Creme_Filled_LaMar_Bar,Bavarian_Creme_Filled_LaMar_Bar.jpg,LaMar_s_Donuts/Bavarian_Creme_Filled_LaMar_Bar.jpg,99,"12520 Quivira Rd, Overland Park, KS 66213",66213,LaMar_s_Donuts,1,9134024426,$2.69,9858719,Vegetarian,Breakfast,Breakfast,breakfast,dessert,bakery,lamar,bar,icing,sweet,bavarian,glaze,chocolate,donut,creme,filled,cream,,,,,,,,,,,,,,,,,,,,
100,Bay_of_Pigs_Sandwich,Bay_of_Pigs_Sandwich.jpg,The_Bite/Bay_of_Pigs_Sandwich.jpg,100,"23 E 3rd St, Kansas City, MO 64106",64106,The_Bite,0,8165036059,$9.00,,meat,lunch,american,sandwich,,,cheese,pork,sandwich,mustard,of,mayo,habaneros,bay,prosciutto,pigs,pickles,gouda,bread,,,,,,,,,,,,,,,,,,
101,Bay_of_Pigs_Sandwich,Bay_of_Pigs_Sandwich1.jpg,The_Bite/Bay_of_Pigs_Sandwich1.jpg,101,"23 E 3rd St, Kansas City, MO 64106",64106,The_Bite,0,8165036059,$9.00,,meat,lunch,american,sandwich,,,cheese,pork,sandwich,mustard,of,mayo,habaneros,bay,prosciutto,pigs,pickles,gouda,bread,,,,,,,,,,,,,,,,,,
102,Bay_Boy_Sandwich,Bay_Boy_Sandwich.jpg,Bay_Boy_Specialty_Sandwiches/Bay_Boy_Sandwich.jpg,102,"1209 W 47th St, Kansas City, MO 64112",64112,Bay_Boy_Specialty_Sandwiches,0,9137258958,,,meat,lunch,american,sandwich,,,cheese,pepper,sandwich,mustard,bell,provolone,mayo,boy,bay,salami,bun,pickle,lettuce,,,,,,,,,,,,,,,,,,
103,BBQ_Chicken_and_Jalopeno_Pizza,BBQ_Chicken_and_Jalopeno_Pizza.jpg,Schlotzsky_s/BBQ_Chicken_and_Jalopeno_Pizza.jpg,103,"12221 S Strangline Rd Olathe KS, 66062",66062,Schlotzsky_s,1,9137822867,$6.50,11100420,Meat,Lunch,Italian,Pizza,,,cheese,jalapeno,onions,sourdough,marinara,jalopeno,chicken,sauce,mozzarella,bbq,pizza,,,,,,,,,,,,,,,,,,,,
104,BBQ_Bacon_Cheddar_Burger,BBQ_Bacon_Cheddar_Burger.jpg,Yard_House/BBQ_Bacon_Cheddar_Burger.jpg,104,"1300 Main St Ste 124.1A, Kansas City, MO 64105",64105,Yard_House,0,8165270952,,,,,,,,,aioli,fries,rum,bacon,burger,garlic,bbq,smoked,cheddar,applewood,sauce,,,,,,,,,,,,,,,,,,,,
105,BBQ_Chicken_Pizza,BBQ_Chicken_Pizza.jpg,Artego_Pizza/BBQ_Chicken_Pizza.jpg,105,"900 W 39th St, Kansas City, MO 64111",64111,Artego_Pizza,0,8169604787,,,meat,lunch,italian,pizza,,,cheese,cilantro,onion,red,chicken,bbq,pizza,,,,,,,,,,,,,,,,,,,,,,,,
106,BBQ_Chicken_Pizza,BBQ_Chicken_Pizza.jpg,Yard_House/BBQ_Chicken_Pizza.jpg,106,"1300 Main St Ste 124.1A, Kansas City, MO 64105",64105,Yard_House,0,8165270952,,,,,,,,,cilantro,smoked,onion,red,chicken,gouda,sauce,mozzarella,bbq,pizza,,,,,,,,,,,,,,,,,,,,,
107,BBQ_Chicken_Salad,BBQ_Chicken_Salad.jpg,Yard_House/BBQ_Chicken_Salad.jpg,107,"1300 Main St Ste 124.1A, Kansas City, MO 64105",64105,Yard_House,0,8165270952,,,,,,,,,tomato,cilantro,strips,salad,cheddar,corn,ranch,avocado,pasilla,tortilla,beans,jack,chicken,fried,onions,chipotle,bbq,,,,,,,,,,,,,,
108,BBQ_Chicken_Sandwich,BBQ_Chicken_Sandwich.jpg,KC_Kitchen_and_Pizzeria/BBQ_Chicken_Sandwich.jpg,108,"3906 Waddell Ave, Kansas City, MO 64111",64111,KC_Kitchen_and_Pizzeria,0,8165994533,,,Meat,lunch,,,,,pepper,sandwich,onion,bacon,brioche,bun,jack,pickles,chicken,bbq,,,,,,,,,,,,,,,,,,,,,
109,BBQ_Chicken_Sandwich1,BBQ_Chicken_Sandwich1.jpg,KC_Kitchen_and_Pizzeria/BBQ_Chicken_Sandwich1.jpg,109,"3906 Waddell Ave, Kansas City, MO 64111",64111,KC_Kitchen_and_Pizzeria,0,8165994533,,,Meat,lunch,,,,,pepper,onion,bacon,brioche,bun,jack,sandwich1,pickles,chicken,bbq,,,,,,,,,,,,,,,,,,,,,
110,BBQ_Creekstone_Short_Rib,BBQ_Creekstone_Short_Rib.jpg,Beer_Kitchen/BBQ_Creekstone_Short_Rib.jpg,110,"435 Westport Rd, Kansas City, MO 64111",64111,Beer_Kitchen,0,8163894180,,,meat,lunch,american,meats,,,short,kale,angus,cheddar,creekstone,jus,black,grits,braised,rib,bbq,,,,,,,,,,,,,,,,,,,,
111,BBQ_Creekstone_Short_Rib,BBQ_Creekstone_Short_Rib1.jpg,Beer_Kitchen/BBQ_Creekstone_Short_Rib1.jpg,111,"435 Westport Rd, Kansas City, MO 64111",64111,Beer_Kitchen,0,8163894180,,,meat,lunch,american,meats,,,short,kale,angus,cheddar,creekstone,jus,black,grits,braised,rib,bbq,,,,,,,,,,,,,,,,,,,,
112,BBQ_Jackfruit_Taco,BBQ_Jackfruit_Taco.jpg,TiKiTaco/BBQ_Jackfruit_Taco.jpg,112,"1710 W 39th St, Kansas City, MO 64111",64111,TiKiTaco,0,8164893686,,,vegetarian,lunch,,,,,jackfruit,lettuce,tomato,bbq,taco,,,,,,,,,,,,,,,,,,,,,,,,,,
113,BBQ_Pulled_Pork_Pizza,BBQ_Pulled_Pork_Pizza.jpg,Joe_s_Pizza_Buy_the_Slice/BBQ_Pulled_Pork_Pizza.jpg,113,"4058 Pennsylvania Ave, Kansas City, MO 64111",64111,Joe_s_Pizza_Buy_the_Slice,0,8169312777,,,Meat,dinner,,,,,sausage,canadian,bacon,pork,pepperoni,italian,pulled,bbq,pizza,,,,,,,,,,,,,,,,,,,,,,
114,BBQ_Pulled_Pork_Sandwich,BBQ_Pulled_Pork_Sandwich.jpg,Chubby_s/BBQ_Pulled_Pork_Sandwich.jpg,114,"3756 Broadway Blvd, Kansas City, MO 64111",64111,Chubby_s,0,8169312482,,,Meat,lunch,,,,,cloves,sauce,pork,sandwich,mustard,onion,salt,kosher,garlic,powder,onions,pulled,bbq,red,,,,,,,,,,,,,,,,,
115,BBQ_Wings,BBQ_Wings.jpg,KC_Kitchen_and_Pizzeria/BBQ_Wings.jpg,115,"3906 Waddell Ave, Kansas City, MO 64111",64111,KC_Kitchen_and_Pizzeria,0,8165994533,,,Meat,Other,,,,,rub,sweet,ranch,homemade,chili,buffalo,wings,bbq,,,,,,,,,,,,,,,,,,,,,,,
116,Bean_and_Cheese_Big_As_Yo_Face_Burrito,Bean_and_Cheese_Big_As_Yo_Face_Burrito.jpg,Chuy_s/Bean_and_Cheese_Big_As_Yo_Face_Burrito.jpg,116,"209 W 46th Terrace, Kansas City, MO 64112",64112,Chuy_s,0,8169312783,,,,,,,,,cheese,burrito,yo,big,as,face,bean,beans,,,,,,,,,,,,,,,,,,,,,,,
117,Beef_Bacon_SmokeCheesy_Sandwich,Beef_Bacon_SmokeCheesy_Sandwich.jpg,Schlotzsky_s/Beef_Bacon_SmokeCheesy_Sandwich.jpg,117,"12221 S Strangline Rd Olathe KS, 66062",66062,Schlotzsky_s,1,9137822867,$8.00,11100413,Meat,Lunch,American,Sandwich,,,sandwich,beef,angus,mayo,smokecheesy,bacon,bun,roast,chipotle,cheddar,,,,,,,,,,,,,,,,,,,,,
118,Beef_Chow_Fun,Beef_Chow_Fun.jpg,Sichuan_Dynasty/Beef_Chow_Fun.jpg,118,"7206 West 119th Street Overland Park, 66213",66213,Sichuan_Dynasty,1,9133399378,$12.99,12003574,meat,Dinner,asian,misc,,,rice,beef,stir,scallions,beans,chow,fun,sprouts,fry,noodles,onions,,,,,,,,,,,,,,,,,,,,
119,Beef_Chow_Fun,Beef_Chow_Fun1.jpg,Sichuan_Dynasty/Beef_Chow_Fun1.jpg,119,"7206 West 119th Street Overland Park, 66213",66213,Sichuan_Dynasty,1,9133399378,$12.99,12003574,meat,Dinner,asian,misc,,,rice,beef,stir,scallions,beans,chow,fun,sprouts,fry,noodles,onions,,,,,,,,,,,,,,,,,,,,
120,Beef_Fried_Rice,Beef_Fried_Rice.jpg,China_One_Express/Beef_Fried_Rice.jpg,120,"11176 Antioch Rd, Overland Park, KS 66210",66210,China_One_Express,1,9134515959,$6.95,6812309,Meat,Lunch,Chinese,Rice dish,,,rice,onions,fried,beef,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,Beef_with_Broccoli_All_Day_Combo_Dinner,Beef_with_Broccoli.jpg,China_One_Express/Beef_with_Broccoli.jpg,121,"11176 Antioch Rd, Overland Park, KS 66210",66210,China_One_Express,1,9134515959,$8.75,6818158,Meat,Dinner,Chinese,Meats,,,rice,beef,rangoons,day,dinner,crab,combo,fried,sauce,broccoli,,,,,,,,,,,,,,,,,,,,,
122,Beef_with_Broccoli_Lunch_Special,Beef_with_Broccoli.jpg,China_One_Express/Beef_with_Broccoli.jpg,122,"11176 Antioch Rd, Overland Park, KS 66210",66210,China_One_Express,1,9134515959,$6.75,9196162,Meat,Lunch,Chinese,Meats,,,lunch,rice,sauce,broccoli,beef,,,,,,,,,,,,,,,,,,,,,,,,,,
123,Beef_and_Mushroom_Pot_Pie,Beef_and_Mushroom_Pot_Pie.jpg,Potpie/Beef_and_Mushroom_Pot_Pie.jpg,123,"904 Westport Rd Kansas City, MO 64111",64111,Potpie,0,8165612702,,,,,,,,,pot,beef,mushroom,pie,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,Beef_Bierock,Beef_Bierock.jpg,The_Sundry/Beef_Bierock.jpg,124,"300 E. 39th st. kansas city, mo 64111",64111,The_Sundry,0,8168447878,,,,,,,,,bierock,beef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,Beef_Carppacio,Beef_Carppacio.jpg,Brio_Tuscan_Grille/Beef_Carppacio.jpg,125,"502 Nichols Rd, Kansas City, MO 64112",64112,Brio_Tuscan_Grille,0,8165615888,,,,,,,,,carpacio,beef,carppacio,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,Beef_Dumpling_Soup,Beef_Dumpling_Soup.jpg,Domo/Beef_Dumpling_Soup.jpg,126,"6322 Brookside Plaza, Kansas City, MO 64113",64113,Domo,0,8163336315,,,,soup,,,,,beef,dumplings,sushi,avocado,dumpling,soup,seaweed,rice,,,,,,,,,,,,,,,,,,,,,,,
127,Beef_Fajitas,Beef_Fajitas.jpg,Chuy_s/Beef_Fajitas.jpg,127,"209 W 46th Terrace, Kansas City, MO 64112",64112,Chuy_s,0,8169312783,,,Meat,lunch,,,,,cream,cheese,tortillas,mexican,guacamole,beef,fajitas,flour,sour,lettuce,pico,beans,fajita,refried,rice,onions,gallo,peppers,,,,,,,,,,,,,
128,Beef_Fat_Fries,Beef_Fat_Fries.jpg,Gram and Dun/Beef_Fat_Fries.jpg,128,"600 Ward Pkwy Kansas City, MO 64112",64112,Gram and Dun,0,8163892900,,,Meat,dinner,,,,,potatoes,fries,fat,beef,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,Beef_Jantaboon,Beef_Jantaboon.jpg,Lulu_s_Thai_Noodle_Shop/Beef_Jantaboon.jpg,129,"2701 W 47th St, Westwood, KS 66205",66205,Lulu_s_Thai_Noodle_Shop,0,9136775858,,,,dinner,,,,,cilantro,noodles,beef,steak,scallions,jantaboon,flank,beans,sprouts,peanuts,rice,ground,,,,,,,,,,,,,,,,,,,
130,Beef_Nikyu_Nabe,Beef_Nikyu_Nabe.jpg,Domo/Beef_Nikyu_Nabe.jpg,130,"6322 Brookside Plaza, Kansas City, MO 64113",64113,Domo,0,8163336315,,,,,,,,,beef,soup,nabe,nikyu,dumplings,dough,,,,,,,,,,,,,,,,,,,,,,,,,
131,Beef_Nikyu_Nabe,Beef_Nikyu_Nabe1.jpg,Domo/Beef_Nikyu_Nabe1.jpg,131,"6322 Brookside Plaza, Kansas City, MO 64113",64113,Domo,0,8163336315,,,,,,,,,garden,beef,nabe,vegetables,sushi,nikyu,seaweed,soy,chicken,rice,broth,,,,,,,,,,,,,,,,,,,,
132,Beef_Popover,Beef_Popover.jpg,Andre_s_Confiserie_Suisse/Beef_Popover.jpg,132,"5018 Main St, Kansas City, MO 64112",64112,Andre_s_Confiserie_Suisse,0,8165613440,,,,,,,,,popover,beef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,Beef_Short_Ribs,Beef_Short_Ribs.jpg,The_Farmhouse/Beef_Short_Ribs.jpg,133,"4686 Broadway St Kansas City, MO 64112",64105,The_Farmhouse,0,8165696032,,,Meat,Other,,,,,short,beef,onion,ribs,hard,rings,polenta,roasted,sprouts,brussels,smoked,,,,,,,,,,,,,,,,,,,,
134,Beignet,Beignet.jpg,Beignet/Beignet.jpg,134,"307 Main St, Kansas City, MO 64105",64105,Beignet,0,8164720777,$4.00,,Vegetarian,"Breakfast, Dessert","Breakfast, Dessert, French",breakfast,dessert,bakery,sweet,sugar,donut,powdered,beignet,bread,,,,,,,,,,,,,,,,,,,,,,,,,
135,Belgian_Waffle,Belgian_Waffle.jpg,Le_Peep/Belgian_Waffle.jpg,135,"7218 College Blvd. Overland Park KS, 66210",66210,Le_Peep,1,9136619441,$5.99,11082087,Vegetarian,Breakfast,breakfast,breakfast,,,waffles,buttered,sugar,strawberries,sweet,powdered,waffle,sauce,belgian,,,,,,,,,,,,,,,,,,,,,,
136,Belgian_Waffle,Belgian_Waffle1.jpg,Le_Peep/Belgian_Waffle1.jpg,136,"7218 College Blvd. Overland Park KS, 66210",66210,Le_Peep,1,9136619441,$5.99,11082087,Vegetarian,breakfast,breakfast,breakfast,,,bananas,frozen,sweet,ice,sugar,belgian,strawberries,cinnamon,apples,powdered,waffles,waffle,cream,,,,,,,,,,,,,,,,,,
137,Best_Chicken_Fried_Chicken_Sandwich,Best_Chicken_Fried_Chicken_Sandwich.jpg,The_Oliver/Best_Chicken_Fried_Chicken_Sandwich.jpg,137,"4807 Jefferson St, Kansas City, MO 64112",64112,The_Oliver,0,8163842500,,,Meat,Other,,,,,sandwich,slaw,mayo,buttermilk,bun,swiss,chicken,fried,pickles,best,,,,,,,,,,,,,,,,,,,,,
138,Best_Chicken_Fried_Chicken_Sandwich,Best_Chicken_Fried_Chicken_Sandwich1.jpg,The_Oliver/Best_Chicken_Fried_Chicken_Sandwich1.jpg,138,"4807 Jefferson St, Kansas City, MO 64112",64112,The_Oliver,0,8163842500,,,Meat,dinner,,,,,sandwich,slaw,mayo,buttermilk,bun,swiss,chicken,fried,pickles,best,,,,,,,,,,,,,,,,,,,,,
139,Best_Chicken_Fried_Chicken_Sandwich,Best_Chicken_Fried_Chicken_Sandwich2.jpg,The_Oliver/Best_Chicken_Fried_Chicken_Sandwich2.jpg,139,"4807 Jefferson St, Kansas City, MO 64112",64112,The_Oliver,0,8163842500,,,Meat,dinner,,,,,sandwich,slaw,mayo,buttermilk,bun,swiss,chicken,fried,pickles,best,,,,,,,,,,,,,,,,,,,,,
140,Best_Wings_on_the_Planet,Best_Wings_on_the_Planet.jpg,Q39_Midtown/Best_Wings_on_the_Planet.jpg,140,"1000 W 39th St, Kansas City, MO 64111",64111,Q39_Midtown,0,8162553753,$10.00,,Meat,Dinner,American,appetizer,meats,,the,planet,best,chipotle,sauce,wings,bbq,,,,,,,,,,,,,,,,,,,,,,,,
141,Best_Wings_on_the_Planet,Best_Wings_on_the_Planet1.jpg,Q39_Midtown/Best_Wings_on_the_Planet1.jpg,141,"1000 W 39th St, Kansas City, MO 64111",64111,Q39_Midtown,0,8162553753,$10.00,,Meat,,American,appetizer,meats,,the,planet,best,chipotle,sauce,wings,bbq,,,,,,,,,,,,,,,,,,,,,,,,
142,Betty_Bailey_Berry_Salad,Betty_Bailey_Berry_Salad.jpg,Eden_Alley_Vegetaria/Betty_Bailey_Berry_Salad.jpg,142,"707 W 47th St, Kansas City, MO 64112",64112,Eden_Alley_Vegetaria,0,8165615415,,,vegetarian,lunch,,,,,cheese,rice,lemon,beets,salad,berry,nuts,onion,baileys,mixed,bailey,fruit,betty,feta,vinaigrette,seed,poppy,berries,crispy,greens,candied,,,,,,,,,,
143,BFF_Taco,BFF_Taco.jpg,Unforked/BFF_Taco.jpg,143,"2450 Grand Blvd, Kansas City, MO 64108",64108,Unforked,0,8162833675,,,,,,,,,bff,taco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,BG_Salad_Add_Fried_Chicken,BG_Salad_Add_Fried_Chicken.jpg,The_Oliver/BG_Salad_Add_Fried_Chicken.jpg,144,"4807 Jefferson St, Kansas City, MO 64112",64112,The_Oliver,0,8163842500,,,,,,,,,chicken,fried,bg,add,salad,,,,,,,,,,,,,,,,,,,,,,,,,,
145,Big_Fish_Burger,Big_Fish_Burger.jpg,Beer_Kitchen/Big_Fish_Burger.jpg,145,"435 Westport Rd, Kansas City, MO 64111",64111,Beer_Kitchen,0,8163894180,,,meat,lunch,american,burger,,,tomato,brioche,big,tempura,buttered,fish,cider,fillet,burger,bun,battered,slaw,lettuce,cheddar,,,,,,,,,,,,,,,,,
146,Big_Gary_s_Meatloaf,Big_Gary_s_Meatloaf.jpg,Red_Door_Woodfired_Grill,146,"8001 West 159th Street, Overland Park, KS 66223",66223,Red_Door_Woodfired_Grill,,9132763667,15.5,,meat,lunch,american,meats,,,big,potatoes,vegetables,gary,mashed,mushrooms,creamy,roasted,peppercorn,meatloaf,sauce,,,,,,,,,,,,,,,,,,,,
147,Big_O_Roll,Big_O_Roll.jpg,Domo/Big_O_Roll.jpg,147,"6322 Brookside Plaza, Kansas City, MO 64113",64113,Domo,0,8163336315,,,,sushi,,,,,garden,beef,big,vegetables,sushi,seaweed,soy,chicken,rice,roll,broth,,,,,,,,,,,,,,,,,,,,
148,Big_Soup_Bowl,Big_Soup_Bowl.jpg,Lulu_s_Thai_Noodle_Shop/Big_Soup_Bowl.jpg,148,"2701 W 47th St, Westwood, KS 66205",66205,Lulu_s_Thai_Noodle_Shop,0,9136775858,,,Meat,lunch,,,,,cilantro,noodles,bowl,big,vermicelli,scallions,soup,beans,sprouts,peanuts,rice,egg,,,,,,,,,,,,,,,,,,,
149,Biscuits_and_Gravy,Biscuits_and_Gravy.jpg,The_Farmhouse/Biscuits_and_Gravy.jpg,149,"4686 Broadway St Kansas City, MO 64112",64105,The_Farmhouse,0,8165696032,,,Other,dinner,,,,,gravy,biscuits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,Biscuits_and_Gravy,Biscuits_and_Gravy.jpg,The_Sundry/Biscuits_and_Gravy.jpg,150,"300 E. 39th st. kansas city, mo 64111",64111,The_Sundry,0,8168447878,,,,,,,,,gravy,biscuits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,Bistro_French_Onion_Soup,Bistro_French_Onion_Soup.jpg,Schlotzsky_s/Bistro_French_Onion_Soup.jpg,151,"12221 S Strangline Rd Olathe KS, 66062",66062,Schlotzsky_s,1,9137822867,$4.50,11100288,Meat,lunch,American,Sandwich,,,bistro,onion,beef,broth,french,soup,onions,mozzarella,croutonss,,,,,,,,,,,,,,,,,,,,,,
